Kd_Kota,Kd_Provinsi,NamaKota,Created_at,Modified_at,Delete_at
7201,72,KABUPATEN BANGGAI KEPULAUAN,2022-08-22 10:18:37.593060,,
7202,72,KABUPATEN BANGGAI,2022-08-22 10:18:37.593060,,
7203,72,KABUPATEN MOROWALI,2022-08-22 10:18:37.593060,,
7204,72,KABUPATEN POSO,2022-08-22 10:18:37.593060,,
7205,72,KABUPATEN DONGGALA,2022-08-22 10:18:37.593060,,
7206,72,KABUPATEN TOLI-TOLI,2022-08-22 10:18:37.593060,,
7207,72,KABUPATEN BUOL,2022-08-22 10:18:37.593060,,
7208,72,KABUPATEN PARIGI MOUTONG,2022-08-22 10:18:37.593060,,
7209,72,KABUPATEN TOJO UNA-UNA,2022-08-22 10:18:37.593060,,
7210,72,KABUPATEN SIGI,2022-08-22 10:18:37.593060,,
7211,72,KABUPATEN BANGGAI LAUT,2022-08-22 10:18:37.593060,,
7212,72,KABUPATEN MOROWALI UTARA,2022-08-22 10:18:37.593060,,
7271,72,KOTA PALU,2022-08-22 10:18:37.593060,,
7301,73,KABUPATEN KEPULAUAN SELAYAR,2022-08-22 10:18:37.593060,,
7302,73,KABUPATEN BULUKUMBA,2022-08-22 10:18:37.593060,,
7303,73,KABUPATEN BANTAENG,2022-08-22 10:18:37.593060,,
7304,73,KABUPATEN JENEPONTO,2022-08-22 10:18:37.593060,,
7305,73,KABUPATEN TAKALAR,2022-08-22 10:18:37.593060,,
7306,73,KABUPATEN GOWA,2022-08-22 10:18:37.593060,,
7307,73,KABUPATEN SINJAI,2022-08-22 10:18:37.593060,,
7308,73,KABUPATEN MAROS,2022-08-22 10:18:37.593060,,
7309,73,KABUPATEN PANGKAJENE DAN KEPULAUAN,2022-08-22 10:18:37.593060,,
7310,73,KABUPATEN BARRU,2022-08-22 10:18:37.593060,,
7311,73,KABUPATEN BONE,2022-08-22 10:18:37.593060,,
7312,73,KABUPATEN SOPPENG,2022-08-22 10:18:37.593060,,
7313,73,KABUPATEN WAJO,2022-08-22 10:18:37.593060,,
7314,73,KABUPATEN SIDENRENG RAPPANG,2022-08-22 10:18:37.593060,,
7315,73,KABUPATEN PINRANG,2022-08-22 10:18:37.593060,,
7316,73,KABUPATEN ENREKANG,2022-08-22 10:18:37.593060,,
7317,73,KABUPATEN LUWU,2022-08-22 10:18:37.593060,,
7318,73,KABUPATEN TANA TORAJA,2022-08-22 10:18:37.593060,,
7322,73,KABUPATEN LUWU UTARA,2022-08-22 10:18:37.593060,,
7325,73,KABUPATEN LUWU TIMUR,2022-08-22 10:18:37.593060,,
7326,73,KABUPATEN TORAJA UTARA,2022-08-22 10:18:37.593060,,
7371,73,KOTA MAKASSAR,2022-08-22 10:18:37.593060,,
7372,73,KOTA PAREPARE,2022-08-22 10:18:37.593060,,
7373,73,KOTA PALOPO,2022-08-22 10:18:37.593060,,
7374,73,PAKKASALO,2025-08-05 10:00:37.593060,,
7401,74,KABUPATEN BUTON,2022-08-22 10:18:37.593060,,
7402,74,KABUPATEN MUNA,2022-08-22 10:18:37.593060,,
7403,74,KABUPATEN KONAWE,2022-08-22 10:18:37.593060,,
7404,74,KABUPATEN KOLAKA,2022-08-22 10:18:37.593060,,
7405,74,KABUPATEN KONAWE SELATAN,2022-08-22 10:18:37.593060,,
7406,74,KABUPATEN BOMBANA,2022-08-22 10:18:37.593060,,
7407,74,KABUPATEN WAKATOBI,2022-08-22 10:18:37.593060,,
7408,74,KABUPATEN KOLAKA UTARA,2022-08-22 10:18:37.593060,,
7409,74,KABUPATEN BUTON UTARA,2022-08-22 10:18:37.593060,,
7410,74,KABUPATEN KONAWE UTARA,2022-08-22 10:18:37.593060,,
7411,74,KABUPATEN KOLAKA TIMUR,2022-08-22 10:18:37.593060,,
7412,74,KABUPATEN KONAWE KEPULAUAN,2022-08-22 10:18:37.593060,,
7413,74,KABUPATEN MUNA BARAT,2022-08-22 10:18:37.593060,,
7414,74,KABUPATEN BUTON TENGAH,2022-08-22 10:18:37.593060,,
7415,74,KABUPATEN BUTON SELATAN,2022-08-22 10:18:37.593060,,
7471,74,KOTA KENDARI,2022-08-22 10:18:37.593060,,
7472,74,KOTA BAUBAU,2022-08-22 10:18:37.593060,,
7501,75,KABUPATEN BOALEMO,2022-08-22 10:18:37.593060,,
7502,75,KABUPATEN GORONTALO,2022-08-22 10:18:37.593060,,
7503,75,KABUPATEN POHUWATO,2022-08-22 10:18:37.593060,,
7504,75,KABUPATEN BONE BOLANGO,2022-08-22 10:18:37.593060,,
7505,75,KABUPATEN GORONTALO UTARA,2022-08-22 10:18:37.593060,,
7571,75,KOTA GORONTALO,2022-08-22 10:18:37.593060,,
7601,76,KABUPATEN MAJENE,2022-08-22 10:18:37.593060,,
7602,76,KABUPATEN POLEWALI MANDAR,2022-08-22 10:18:37.593060,,
7603,76,KABUPATEN MAMASA,2022-08-22 10:18:37.593060,,
7604,76,KABUPATEN MAMUJU,2022-08-22 10:18:37.593060,,
7605,76,KABUPATEN MAMUJU UTARA,2022-08-22 10:18:37.593060,,
7606,76,KABUPATEN MAMUJU TENGAH,2022-08-22 10:18:37.593060,,
8101,81,KABUPATEN MALUKU TENGGARA BARAT,2022-08-22 10:18:37.593060,,
8102,81,KABUPATEN MALUKU TENGGARA,2022-08-22 10:18:37.593060,,
8103,81,KABUPATEN MALUKU TENGAH,2022-08-22 10:18:37.593060,,
8104,81,KABUPATEN BURU,2022-08-22 10:18:37.593060,,
8105,81,KABUPATEN KEPULAUAN ARU,2022-08-22 10:18:37.593060,,
8106,81,KABUPATEN SERAM BAGIAN BARAT,2022-08-22 10:18:37.593060,,
8107,81,KABUPATEN SERAM BAGIAN TIMUR,2022-08-22 10:18:37.593060,,
8108,81,KABUPATEN MALUKU BARAT DAYA,2022-08-22 10:18:37.593060,,
8109,81,KABUPATEN BURU SELATAN,2022-08-22 10:18:37.593060,,
8171,81,KOTA AMBON,2022-08-22 10:18:37.593060,,
8172,81,KOTA TUAL,2022-08-22 10:18:37.593060,,
8201,82,KABUPATEN HALMAHERA BARAT,2022-08-22 10:18:37.593060,,
8202,82,KABUPATEN HALMAHERA TENGAH,2022-08-22 10:18:37.593060,,
8203,82,KABUPATEN KEPULAUAN SULA,2022-08-22 10:18:37.593060,,
8204,82,KABUPATEN HALMAHERA SELATAN,2022-08-22 10:18:37.593060,,
8205,82,KABUPATEN HALMAHERA UTARA,2022-08-22 10:18:37.593060,,
8206,82,KABUPATEN HALMAHERA TIMUR,2022-08-22 10:18:37.593060,,
8207,82,KABUPATEN PULAU MOROTAI,2022-08-22 10:18:37.593060,,
8208,82,KABUPATEN PULAU TALIABU,2022-08-22 10:18:37.593060,,
8271,82,KOTA TERNATE,2022-08-22 10:18:37.593060,,
8272,82,KOTA TIDORE KEPULAUAN,2022-08-22 10:18:37.593060,,
9101,91,KABUPATEN FAKFAK,2022-08-22 10:18:37.593060,,
9102,91,KABUPATEN KAIMANA,2022-08-22 10:18:37.593060,,
9103,91,KABUPATEN TELUK WONDAMA,2022-08-22 10:18:37.593060,,
9104,91,KABUPATEN TELUK BINTUNI,2022-08-22 10:18:37.593060,,
9105,91,KABUPATEN MANOKWARI,2022-08-22 10:18:37.593060,,
9106,91,KABUPATEN SORONG SELATAN,2022-08-22 10:18:37.593060,,
9107,91,KABUPATEN SORONG,2022-08-22 10:18:37.593060,,
9108,91,KABUPATEN RAJA AMPAT,2022-08-22 10:18:37.593060,,
9109,91,KABUPATEN TAMBRAUW,2022-08-22 10:18:37.593060,,
9110,91,KABUPATEN MAYBRAT,2022-08-22 10:18:37.593060,,
9111,91,KABUPATEN MANOKWARI SELATAN,2022-08-22 10:18:37.593060,,
9112,91,KABUPATEN PEGUNUNGAN ARFAK,2022-08-22 10:18:37.593060,,
9171,91,KOTA SORONG,2022-08-22 10:18:37.593060,,
9401,94,KABUPATEN MERAUKE,2022-08-22 10:18:37.593060,,
9402,94,KABUPATEN JAYAWIJAYA,2022-08-22 10:18:37.593060,,
9403,94,KABUPATEN JAYAPURA,2022-08-22 10:18:37.593060,,
9404,94,KABUPATEN NABIRE,2022-08-22 10:18:37.593060,,
9408,94,KABUPATEN KEPULAUAN YAPEN,2022-08-22 10:18:37.593060,,
9409,94,KABUPATEN BIAK NUMFOR,2022-08-22 10:18:37.593060,,
9410,94,KABUPATEN PANIAI,2022-08-22 10:18:37.593060,,
9411,94,KABUPATEN PUNCAK JAYA,2022-08-22 10:18:37.593060,,
9412,94,KABUPATEN MIMIKA,2022-08-22 10:18:37.593060,,
9413,94,KABUPATEN BOVEN DIGOEL,2022-08-22 10:18:37.593060,,
9414,94,KABUPATEN MAPPI,2022-08-22 10:18:37.593060,,
9415,94,KABUPATEN ASMAT,2022-08-22 10:18:37.593060,,
9416,94,KABUPATEN YAHUKIMO,2022-08-22 10:18:37.593060,,
9417,94,KABUPATEN PEGUNUNGAN BINTANG,2022-08-22 10:18:37.593060,,
9418,94,KABUPATEN TOLIKARA,2022-08-22 10:18:37.593060,,
9419,94,KABUPATEN SARMI,2022-08-22 10:18:37.593060,,
9420,94,KABUPATEN KEEROM,2022-08-22 10:18:37.593060,,
9426,94,KABUPATEN WAROPEN,2022-08-22 10:18:37.593060,,
9427,94,KABUPATEN SUPIORI,2022-08-22 10:18:37.593060,,
9428,94,KABUPATEN MAMBERAMO RAYA,2022-08-22 10:18:37.593060,,
9429,94,KABUPATEN NDUGA,2022-08-22 10:18:37.593060,,
9430,94,KABUPATEN LANNY JAYA,2022-08-22 10:18:37.593060,,
9431,94,KABUPATEN MAMBERAMO TENGAH,2022-08-22 10:18:37.593060,,
9432,94,KABUPATEN YALIMO,2022-08-22 10:18:37.593060,,
9433,94,KABUPATEN PUNCAK,2022-08-22 10:18:37.593060,,
9434,94,KABUPATEN DOGIYAI,2022-08-22 10:18:37.593060,,
9435,94,KABUPATEN INTAN JAYA,2022-08-22 10:18:37.593060,,
9436,94,KABUPATEN DEIYAI,2022-08-22 10:18:37.593060,,
9471,94,KOTA JAYAPURA,2022-08-22 10:18:37.593060,,
9999,99,Lainnya,2022-11-09 20:26:44.000000,,
