Kd_Kecamatan,Kd_Kota,NamaKecamatan,Created_at,Modified_at,Delete_at
3171080,3171,PANCORAN,2022-08-22 10:19:08.316474,,
3171090,3171,TEBET,2022-08-22 10:19:08.316474,,
3171100,3171,SETIA BUDI,2022-08-22 10:19:08.316474,,
3172010,3172,PASAR REBO,2022-08-22 10:19:08.316474,,
3172020,3172,CIRACAS,2022-08-22 10:19:08.316474,,
3172030,3172,CIPAYUNG,2022-08-22 10:19:08.316474,,
3172040,3172,MAKASAR,2022-08-22 10:19:08.316474,,
3172050,3172,KRAMAT JATI,2022-08-22 10:19:08.316474,,
3172060,3172,JATINEGARA,2022-08-22 10:19:08.316474,,
3172070,3172,DUREN SAWIT,2022-08-22 10:19:08.316474,,
3172080,3172,CAKUNG,2022-08-22 10:19:08.316474,,
3172090,3172,PULO GADUNG,2022-08-22 10:19:08.316474,,
3172100,3172,MATRAMAN,2022-08-22 10:19:08.316474,,
3173010,3173,TANAH ABANG,2022-08-22 10:19:08.316474,,
3173020,3173,MENTENG,2022-08-22 10:19:08.316474,,
3173030,3173,SENEN,2022-08-22 10:19:08.316474,,
3173040,3173,JOHAR BARU,2022-08-22 10:19:08.316474,,
3173050,3173,CEMPAKA PUTIH,2022-08-22 10:19:08.316474,,
3173060,3173,KEMAYORAN,2022-08-22 10:19:08.316474,,
3173070,3173,SAWAH BESAR,2022-08-22 10:19:08.316474,,
3173080,3173,GAMBIR,2022-08-22 10:19:08.316474,,
3174010,3174,KEMBANGAN,2022-08-22 10:19:08.316474,,
3174020,3174,KEBON JERUK,2022-08-22 10:19:08.316474,,
3174030,3174,PALMERAH,2022-08-22 10:19:08.316474,,
3174040,3174,GROGOL PETAMBURAN,2022-08-22 10:19:08.316474,,
3174050,3174,TAMBORA,2022-08-22 10:19:08.316474,,
3174060,3174,TAMAN SARI,2022-08-22 10:19:08.316474,,
3174070,3174,CENGKARENG,2022-08-22 10:19:08.316474,,
3174080,3174,KALI DERES,2022-08-22 10:19:08.316474,,
3175010,3175,PENJARINGAN,2022-08-22 10:19:08.316474,,
3175020,3175,PADEMANGAN,2022-08-22 10:19:08.316474,,
3175030,3175,TANJUNG PRIOK,2022-08-22 10:19:08.316474,,
3175040,3175,KOJA,2022-08-22 10:19:08.316474,,
3175050,3175,KELAPA GADING,2022-08-22 10:19:08.316474,,
3175060,3175,CILINCING,2022-08-22 10:19:08.316474,,
3201010,3201,NANGGUNG,2022-08-22 10:19:08.316474,,
3201020,3201,LEUWILIANG,2022-08-22 10:19:08.316474,,
3201021,3201,LEUWISADENG,2022-08-22 10:19:08.316474,,
3201030,3201,PAMIJAHAN,2022-08-22 10:19:08.316474,,
3201040,3201,CIBUNGBULANG,2022-08-22 10:19:08.316474,,
3201050,3201,CIAMPEA,2022-08-22 10:19:08.316474,,
3201051,3201,TENJOLAYA,2022-08-22 10:19:08.316474,,
3201060,3201,DRAMAGA,2022-08-22 10:19:08.316474,,
3201070,3201,CIOMAS,2022-08-22 10:19:08.316474,,
3201071,3201,TAMANSARI,2022-08-22 10:19:08.316474,,
3201080,3201,CIJERUK,2022-08-22 10:19:08.316474,,
3201081,3201,CIGOMBONG,2022-08-22 10:19:08.316474,,
3201090,3201,CARINGIN,2022-08-22 10:19:08.316474,,
3201100,3201,CIAWI,2022-08-22 10:19:08.316474,,
3201110,3201,CISARUA,2022-08-22 10:19:08.316474,,
3201120,3201,MEGAMENDUNG,2022-08-22 10:19:08.316474,,
3201130,3201,SUKARAJA,2022-08-22 10:19:08.316474,,
3201140,3201,BABAKAN MADANG,2022-08-22 10:19:08.316474,,
3201150,3201,SUKAMAKMUR,2022-08-22 10:19:08.316474,,
3201160,3201,CARIU,2022-08-22 10:19:08.316474,,
3201161,3201,TANJUNGSARI,2022-08-22 10:19:08.316474,,
3201170,3201,JONGGOL,2022-08-22 10:19:08.316474,,
3201180,3201,CILEUNGSI,2022-08-22 10:19:08.316474,,
3201181,3201,KELAPA NUNGGAL,2022-08-22 10:19:08.316474,,
3201190,3201,GUNUNG PUTRI,2022-08-22 10:19:08.316474,,
3201200,3201,CITEUREUP,2022-08-22 10:19:08.316474,,
3201210,3201,CIBINONG,2022-08-22 10:19:08.316474,,
3201220,3201,BOJONG GEDE,2022-08-22 10:19:08.316474,,
3201221,3201,TAJUR HALANG,2022-08-22 10:19:08.316474,,
3201230,3201,KEMANG,2022-08-22 10:19:08.316474,,
3201231,3201,RANCA BUNGUR,2022-08-22 10:19:08.316474,,
3201240,3201,PARUNG,2022-08-22 10:19:08.316474,,
3201241,3201,CISEENG,2022-08-22 10:19:08.316474,,
3201250,3201,GUNUNG SINDUR,2022-08-22 10:19:08.316474,,
3201260,3201,RUMPIN,2022-08-22 10:19:08.316474,,
3201270,3201,CIGUDEG,2022-08-22 10:19:08.316474,,
3201271,3201,SUKAJAYA,2022-08-22 10:19:08.316474,,
3201280,3201,JASINGA,2022-08-22 10:19:08.316474,,
3201290,3201,TENJO,2022-08-22 10:19:08.316474,,
3201300,3201,PARUNG PANJANG,2022-08-22 10:19:08.316474,,
3202010,3202,CIEMAS,2022-08-22 10:19:08.316474,,
3202020,3202,CIRACAP,2022-08-22 10:19:08.316474,,
3202021,3202,WALURAN,2022-08-22 10:19:08.316474,,
3202030,3202,SURADE,2022-08-22 10:19:08.316474,,
3202031,3202,CIBITUNG,2022-08-22 10:19:08.316474,,
3202040,3202,JAMPANG KULON,2022-08-22 10:19:08.316474,,
3202041,3202,CIMANGGU,2022-08-22 10:19:08.316474,,
3202050,3202,KALI BUNDER,2022-08-22 10:19:08.316474,,
3202060,3202,TEGAL BULEUD,2022-08-22 10:19:08.316474,,
3202070,3202,CIDOLOG,2022-08-22 10:19:08.316474,,
3202080,3202,SAGARANTEN,2022-08-22 10:19:08.316474,,
3202081,3202,CIDADAP,2022-08-22 10:19:08.316474,,
3202082,3202,CURUGKEMBAR,2022-08-22 10:19:08.316474,,
3202090,3202,PABUARAN,2022-08-22 10:19:08.316474,,
3202100,3202,LENGKONG,2022-08-22 10:19:08.316474,,
3202110,3202,PALABUHANRATU,2022-08-22 10:19:08.316474,,
3202111,3202,SIMPENAN,2022-08-22 10:19:08.316474,,
3202120,3202,WARUNG KIARA,2022-08-22 10:19:08.316474,,
3202121,3202,BANTARGADUNG,2022-08-22 10:19:08.316474,,
3202130,3202,JAMPANG TENGAH,2022-08-22 10:19:08.316474,,
3202131,3202,PURABAYA,2022-08-22 10:19:08.316474,,
3202140,3202,CIKEMBAR,2022-08-22 10:19:08.316474,,
3202150,3202,NYALINDUNG,2022-08-22 10:19:08.316474,,
3202160,3202,GEGER BITUNG,2022-08-22 10:19:08.316474,,
3202170,3202,SUKARAJA,2022-08-22 10:19:08.316474,,
3202171,3202,KEBONPEDES,2022-08-22 10:19:08.316474,,
3202172,3202,CIREUNGHAS,2022-08-22 10:19:08.316474,,
3202173,3202,SUKALARANG,2022-08-22 10:19:08.316474,,
3202180,3202,SUKABUMI,2022-08-22 10:19:08.316474,,
3202190,3202,KADUDAMPIT,2022-08-22 10:19:08.316474,,
3202200,3202,CISAAT,2022-08-22 10:19:08.316474,,
3202201,3202,GUNUNGGURUH,2022-08-22 10:19:08.316474,,
3202210,3202,CIBADAK,2022-08-22 10:19:08.316474,,
3202211,3202,CICANTAYAN,2022-08-22 10:19:08.316474,,
3202212,3202,CARINGIN,2022-08-22 10:19:08.316474,,
3202220,3202,NAGRAK,2022-08-22 10:19:08.316474,,
3202221,3202,CIAMBAR,2022-08-22 10:19:08.316474,,
3202230,3202,CICURUG,2022-08-22 10:19:08.316474,,
3202240,3202,CIDAHU,2022-08-22 10:19:08.316474,,
3202250,3202,PARAKAN SALAK,2022-08-22 10:19:08.316474,,
3202260,3202,PARUNG KUDA,2022-08-22 10:19:08.316474,,
3202261,3202,BOJONG GENTENG,2022-08-22 10:19:08.316474,,
3202270,3202,KALAPA NUNGGAL,2022-08-22 10:19:08.316474,,
3202280,3202,CIKIDANG,2022-08-22 10:19:08.316474,,
3202290,3202,CISOLOK,2022-08-22 10:19:08.316474,,
3202291,3202,CIKAKAK,2022-08-22 10:19:08.316474,,
3202300,3202,KABANDUNGAN,2022-08-22 10:19:08.316474,,
3203010,3203,AGRABINTA,2022-08-22 10:19:08.316474,,
3203011,3203,LELES,2022-08-22 10:19:08.316474,,
3203020,3203,SINDANGBARANG,2022-08-22 10:19:08.316474,,
3203030,3203,CIDAUN,2022-08-22 10:19:08.316474,,
3203040,3203,NARINGGUL,2022-08-22 10:19:08.316474,,
3203050,3203,CIBINONG,2022-08-22 10:19:08.316474,,
3203051,3203,CIKADU,2022-08-22 10:19:08.316474,,
3203060,3203,TANGGEUNG,2022-08-22 10:19:08.316474,,
3203061,3203,PASIRKUDA,2022-08-22 10:19:08.316474,,
3203070,3203,KADUPANDAK,2022-08-22 10:19:08.316474,,
3203071,3203,CIJATI,2022-08-22 10:19:08.316474,,
3203080,3203,TAKOKAK,2022-08-22 10:19:08.316474,,
3203090,3203,SUKANAGARA,2022-08-22 10:19:08.316474,,
3203100,3203,PAGELARAN,2022-08-22 10:19:08.316474,,
3203110,3203,CAMPAKA,2022-08-22 10:19:08.316474,,
3203111,3203,CAMPAKA MULYA,2022-08-22 10:19:08.316474,,
3203120,3203,CIBEBER,2022-08-22 10:19:08.316474,,
3203130,3203,WARUNGKONDANG,2022-08-22 10:19:08.316474,,
3203131,3203,GEKBRONG,2022-08-22 10:19:08.316474,,
3203140,3203,CILAKU,2022-08-22 10:19:08.316474,,
3203150,3203,SUKALUYU,2022-08-22 10:19:08.316474,,
3203160,3203,BOJONGPICUNG,2022-08-22 10:19:08.316474,,
3203161,3203,HAURWANGI,2022-08-22 10:19:08.316474,,
3203170,3203,CIRANJANG,2022-08-22 10:19:08.316474,,
3203180,3203,MANDE,2022-08-22 10:19:08.316474,,
3203190,3203,KARANGTENGAH,2022-08-22 10:19:08.316474,,
3203200,3203,CIANJUR,2022-08-22 10:19:08.316474,,
3203210,3203,CUGENANG,2022-08-22 10:19:08.316474,,
3203220,3203,PACET,2022-08-22 10:19:08.316474,,
3203221,3203,CIPANAS,2022-08-22 10:19:08.316474,,
3203230,3203,SUKARESMI,2022-08-22 10:19:08.316474,,
3203240,3203,CIKALONGKULON,2022-08-22 10:19:08.316474,,
3204010,3204,CIWIDEY,2022-08-22 10:19:08.316474,,
3204011,3204,RANCABALI,2022-08-22 10:19:08.316474,,
3204020,3204,PASIRJAMBU,2022-08-22 10:19:08.316474,,
3204030,3204,CIMAUNG,2022-08-22 10:19:08.316474,,
3204040,3204,PANGALENGAN,2022-08-22 10:19:08.316474,,
3204050,3204,KERTASARI,2022-08-22 10:19:08.316474,,
3204060,3204,PACET,2022-08-22 10:19:08.316474,,
3204070,3204,IBUN,2022-08-22 10:19:08.316474,,
3204080,3204,PASEH,2022-08-22 10:19:08.316474,,
3204090,3204,CIKANCUNG,2022-08-22 10:19:08.316474,,
3204100,3204,CICALENGKA,2022-08-22 10:19:08.316474,,
3204101,3204,NAGREG,2022-08-22 10:19:08.316474,,
3204110,3204,RANCAEKEK,2022-08-22 10:19:08.316474,,
3204120,3204,MAJALAYA,2022-08-22 10:19:08.316474,,
3204121,3204,SOLOKAN JERUK,2022-08-22 10:19:08.316474,,
3204130,3204,CIPARAY,2022-08-22 10:19:08.316474,,
3204140,3204,BALEENDAH,2022-08-22 10:19:08.316474,,
3204150,3204,ARJASARI,2022-08-22 10:19:08.316474,,
3204160,3204,BANJARAN,2022-08-22 10:19:08.316474,,
3204161,3204,CANGKUANG,2022-08-22 10:19:08.316474,,
3204170,3204,PAMEUNGPEUK,2022-08-22 10:19:08.316474,,
3204180,3204,KATAPANG,2022-08-22 10:19:08.316474,,
3204190,3204,SOREANG,2022-08-22 10:19:08.316474,,
3204191,3204,KUTAWARINGIN,2022-08-22 10:19:08.316474,,
3204250,3204,MARGAASIH,2022-08-22 10:19:08.316474,,
3204260,3204,MARGAHAYU,2022-08-22 10:19:08.316474,,
3204270,3204,DAYEUHKOLOT,2022-08-22 10:19:08.316474,,
3204280,3204,BOJONGSOANG,2022-08-22 10:19:08.316474,,
3204290,3204,CILEUNYI,2022-08-22 10:19:08.316474,,
3204300,3204,CILENGKRANG,2022-08-22 10:19:08.316474,,
3204310,3204,CIMENYAN,2022-08-22 10:19:08.316474,,
3205010,3205,CISEWU,2022-08-22 10:19:08.316474,,
3205011,3205,CARINGIN,2022-08-22 10:19:08.316474,,
3205020,3205,TALEGONG,2022-08-22 10:19:08.316474,,
3205030,3205,BUNGBULANG,2022-08-22 10:19:08.316474,,
3205031,3205,MEKARMUKTI,2022-08-22 10:19:08.316474,,
3205040,3205,PAMULIHAN,2022-08-22 10:19:08.316474,,
3205050,3205,PAKENJENG,2022-08-22 10:19:08.316474,,
3205060,3205,CIKELET,2022-08-22 10:19:08.316474,,
3205070,3205,PAMEUNGPEUK,2022-08-22 10:19:08.316474,,
3205080,3205,CIBALONG,2022-08-22 10:19:08.316474,,
3205090,3205,CISOMPET,2022-08-22 10:19:08.316474,,
3205100,3205,PEUNDEUY,2022-08-22 10:19:08.316474,,
3205110,3205,SINGAJAYA,2022-08-22 10:19:08.316474,,
3205111,3205,CIHURIP,2022-08-22 10:19:08.316474,,
3205120,3205,CIKAJANG,2022-08-22 10:19:08.316474,,
3205130,3205,BANJARWANGI,2022-08-22 10:19:08.316474,,
3205140,3205,CILAWU,2022-08-22 10:19:08.316474,,
3205150,3205,BAYONGBONG,2022-08-22 10:19:08.316474,,
3205151,3205,CIGEDUG,2022-08-22 10:19:08.316474,,
3205160,3205,CISURUPAN,2022-08-22 10:19:08.316474,,
3205161,3205,SUKARESMI,2022-08-22 10:19:08.316474,,
3205170,3205,SAMARANG,2022-08-22 10:19:08.316474,,
3205171,3205,PASIRWANGI,2022-08-22 10:19:08.316474,,
3205181,3205,TAROGONG KIDUL,2022-08-22 10:19:08.316474,,
3205182,3205,TAROGONG KALER,2022-08-22 10:19:08.316474,,
3205190,3205,GARUT KOTA,2022-08-22 10:19:08.316474,,
3205200,3205,KARANGPAWITAN,2022-08-22 10:19:08.316474,,
3205210,3205,WANARAJA,2022-08-22 10:19:08.316474,,
3205211,3205,SUCINARAJA,2022-08-22 10:19:08.316474,,
3205212,3205,PANGATIKAN,2022-08-22 10:19:08.316474,,
3205220,3205,SUKAWENING,2022-08-22 10:19:08.316474,,
3205221,3205,KARANGTENGAH,2022-08-22 10:19:08.316474,,
3205230,3205,BANYURESMI,2022-08-22 10:19:08.316474,,
3205240,3205,LELES,2022-08-22 10:19:08.316474,,
3205250,3205,LEUWIGOONG,2022-08-22 10:19:08.316474,,
3205260,3205,CIBATU,2022-08-22 10:19:08.316474,,
3205261,3205,KERSAMANAH,2022-08-22 10:19:08.316474,,
3205270,3205,CIBIUK,2022-08-22 10:19:08.316474,,
3205280,3205,KADUNGORA,2022-08-22 10:19:08.316474,,
3205290,3205,BLUBUR LIMBANGAN,2022-08-22 10:19:08.316474,,
3205300,3205,SELAAWI,2022-08-22 10:19:08.316474,,
3205310,3205,MALANGBONG,2022-08-22 10:19:08.316474,,
3206010,3206,CIPATUJAH,2022-08-22 10:19:08.316474,,
3206020,3206,KARANGNUNGGAL,2022-08-22 10:19:08.316474,,
3206030,3206,CIKALONG,2022-08-22 10:19:08.316474,,
3206040,3206,PANCATENGAH,2022-08-22 10:19:08.316474,,
3206050,3206,CIKATOMAS,2022-08-22 10:19:08.316474,,
3206060,3206,CIBALONG,2022-08-22 10:19:08.316474,,
3206061,3206,PARUNGPONTENG,2022-08-22 10:19:08.316474,,
3206070,3206,BANTARKALONG,2022-08-22 10:19:08.316474,,
3206071,3206,BOJONGASIH,2022-08-22 10:19:08.316474,,
3206072,3206,CULAMEGA,2022-08-22 10:19:08.316474,,
3206080,3206,BOJONGGAMBIR,2022-08-22 10:19:08.316474,,
3206090,3206,SODONGHILIR,2022-08-22 10:19:08.316474,,
3206100,3206,TARAJU,2022-08-22 10:19:08.316474,,
3206110,3206,SALAWU,2022-08-22 10:19:08.316474,,
3206111,3206,PUSPAHIANG,2022-08-22 10:19:08.316474,,
3206120,3206,TANJUNGJAYA,2022-08-22 10:19:08.316474,,
3206130,3206,SUKARAJA,2022-08-22 10:19:08.316474,,
3206140,3206,SALOPA,2022-08-22 10:19:08.316474,,
3206141,3206,JATIWARAS,2022-08-22 10:19:08.316474,,
3206150,3206,CINEAM,2022-08-22 10:19:08.316474,,
3206151,3206,KARANGJAYA,2022-08-22 10:19:08.316474,,
3206160,3206,MANONJAYA,2022-08-22 10:19:08.316474,,
3206161,3206,GUNUNGTANJUNG,2022-08-22 10:19:08.316474,,
3206190,3206,SINGAPARNA,2022-08-22 10:19:08.316474,,
3206191,3206,SUKARAME,2022-08-22 10:19:08.316474,,
3206192,3206,MANGUNREJA,2022-08-22 10:19:08.316474,,
3206200,3206,CIGALONTANG,2022-08-22 10:19:08.316474,,
3206210,3206,LEUWISARI,2022-08-22 10:19:08.316474,,
3206211,3206,SARIWANGI,2022-08-22 10:19:08.316474,,
3206212,3206,PADAKEMBANG,2022-08-22 10:19:08.316474,,
3206221,3206,SUKARATU,2022-08-22 10:19:08.316474,,
3206230,3206,CISAYONG,2022-08-22 10:19:08.316474,,
3206231,3206,SUKAHENING,2022-08-22 10:19:08.316474,,
3206240,3206,RAJAPOLAH,2022-08-22 10:19:08.316474,,
3206250,3206,JAMANIS,2022-08-22 10:19:08.316474,,
3206260,3206,CIAWI,2022-08-22 10:19:08.316474,,
3206261,3206,KADIPATEN,2022-08-22 10:19:08.316474,,
3206270,3206,PAGERAGEUNG,2022-08-22 10:19:08.316474,,
3206271,3206,SUKARESIK,2022-08-22 10:19:08.316474,,
3207100,3207,BANJARSARI,2022-08-22 10:19:08.316474,,
3207101,3207,BANJARANYAR,2022-08-22 10:19:08.316474,,
3207110,3207,LAKBOK,2022-08-22 10:19:08.316474,,
3207111,3207,PURWADADI,2022-08-22 10:19:08.316474,,
3207120,3207,PAMARICAN,2022-08-22 10:19:08.316474,,
3207130,3207,CIDOLOG,2022-08-22 10:19:08.316474,,
3207140,3207,CIMARAGAS,2022-08-22 10:19:08.316474,,
3207150,3207,CIJEUNGJING,2022-08-22 10:19:08.316474,,
3207160,3207,CISAGA,2022-08-22 10:19:08.316474,,
3207170,3207,TAMBAKSARI,2022-08-22 10:19:08.316474,,
3207180,3207,RANCAH,2022-08-22 10:19:08.316474,,
3207190,3207,RAJADESA,2022-08-22 10:19:08.316474,,
3207200,3207,SUKADANA,2022-08-22 10:19:08.316474,,
3207210,3207,CIAMIS,2022-08-22 10:19:08.316474,,
3207211,3207,BAREGBEG,2022-08-22 10:19:08.316474,,
3207220,3207,CIKONENG,2022-08-22 10:19:08.316474,,
3207221,3207,SINDANGKASIH,2022-08-22 10:19:08.316474,,
3207230,3207,CIHAURBEUTI,2022-08-22 10:19:08.316474,,
3207240,3207,SADANANYA,2022-08-22 10:19:08.316474,,
3207250,3207,CIPAKU,2022-08-22 10:19:08.316474,,
3207260,3207,JATINAGARA,2022-08-22 10:19:08.316474,,
3207270,3207,PANAWANGAN,2022-08-22 10:19:08.316474,,
3207280,3207,KAWALI,2022-08-22 10:19:08.316474,,
3207281,3207,LUMBUNG,2022-08-22 10:19:08.316474,,
3207290,3207,PANJALU,2022-08-22 10:19:08.316474,,
3207291,3207,SUKAMANTRI,2022-08-22 10:19:08.316474,,
3207300,3207,PANUMBANGAN,2022-08-22 10:19:08.316474,,
3208010,3208,DARMA,2022-08-22 10:19:08.316474,,
3208020,3208,KADUGEDE,2022-08-22 10:19:08.316474,,
3208021,3208,NUSAHERANG,2022-08-22 10:19:08.316474,,
3208030,3208,CINIRU,2022-08-22 10:19:08.316474,,
3208031,3208,HANTARA,2022-08-22 10:19:08.316474,,
3208040,3208,SELAJAMBE,2022-08-22 10:19:08.316474,,
3208050,3208,SUBANG,2022-08-22 10:19:08.316474,,
3208051,3208,CILEBAK,2022-08-22 10:19:08.316474,,
3208060,3208,CIWARU,2022-08-22 10:19:08.316474,,
3208061,3208,KARANGKANCANA,2022-08-22 10:19:08.316474,,
3208070,3208,CIBINGBIN,2022-08-22 10:19:08.316474,,
3208071,3208,CIBEUREUM,2022-08-22 10:19:08.316474,,
3208080,3208,LURAGUNG,2022-08-22 10:19:08.316474,,
3208081,3208,CIMAHI,2022-08-22 10:19:08.316474,,
3208090,3208,CIDAHU,2022-08-22 10:19:08.316474,,
3208091,3208,KALIMANGGIS,2022-08-22 10:19:08.316474,,
3208100,3208,CIAWIGEBANG,2022-08-22 10:19:08.316474,,
3208101,3208,CIPICUNG,2022-08-22 10:19:08.316474,,
3208110,3208,LEBAKWANGI,2022-08-22 10:19:08.316474,,
3208111,3208,MALEBER,2022-08-22 10:19:08.316474,,
3208120,3208,GARAWANGI,2022-08-22 10:19:08.316474,,
3208121,3208,SINDANGAGUNG,2022-08-22 10:19:08.316474,,
3208130,3208,KUNINGAN,2022-08-22 10:19:08.316474,,
3208140,3208,CIGUGUR,2022-08-22 10:19:08.316474,,
3208150,3208,KRAMATMULYA,2022-08-22 10:19:08.316474,,
3208160,3208,JALAKSANA,2022-08-22 10:19:08.316474,,
3208161,3208,JAPARA,2022-08-22 10:19:08.316474,,
3208170,3208,CILIMUS,2022-08-22 10:19:08.316474,,
3208171,3208,CIGANDAMEKAR,2022-08-22 10:19:08.316474,,
3208180,3208,MANDIRANCAN,2022-08-22 10:19:08.316474,,
3208181,3208,PANCALANG,2022-08-22 10:19:08.316474,,
3208190,3208,PASAWAHAN,2022-08-22 10:19:08.316474,,
3209010,3209,WALED,2022-08-22 10:19:08.316474,,
3209011,3209,PASALEMAN,2022-08-22 10:19:08.316474,,
3209020,3209,CILEDUG,2022-08-22 10:19:08.316474,,
3209021,3209,PABUARAN,2022-08-22 10:19:08.316474,,
3209030,3209,LOSARI,2022-08-22 10:19:08.316474,,
3209031,3209,PABEDILAN,2022-08-22 10:19:08.316474,,
3209040,3209,BABAKAN,2022-08-22 10:19:08.316474,,
3209041,3209,GEBANG,2022-08-22 10:19:08.316474,,
3209050,3209,KARANGSEMBUNG,2022-08-22 10:19:08.316474,,
3209051,3209,KARANGWARENG,2022-08-22 10:19:08.316474,,
3209060,3209,LEMAHABANG,2022-08-22 10:19:08.316474,,
3209061,3209,SUSUKANLEBAK,2022-08-22 10:19:08.316474,,
3209070,3209,SEDONG,2022-08-22 10:19:08.316474,,
3209080,3209,ASTANAJAPURA,2022-08-22 10:19:08.316474,,
3209081,3209,PANGENAN,2022-08-22 10:19:08.316474,,
3209090,3209,MUNDU,2022-08-22 10:19:08.316474,,
3209100,3209,BEBER,2022-08-22 10:19:08.316474,,
3209101,3209,GREGED,2022-08-22 10:19:08.316474,,
3209111,3209,TALUN,2022-08-22 10:19:08.316474,,
3209120,3209,SUMBER,2022-08-22 10:19:08.316474,,
3209121,3209,DUKUPUNTANG,2022-08-22 10:19:08.316474,,
3209130,3209,PALIMANAN,2022-08-22 10:19:08.316474,,
3209140,3209,PLUMBON,2022-08-22 10:19:08.316474,,
3209141,3209,DEPOK,2022-08-22 10:19:08.316474,,
3209150,3209,WERU,2022-08-22 10:19:08.316474,,
3209151,3209,PLERED,2022-08-22 10:19:08.316474,,
3209161,3209,TENGAH TANI,2022-08-22 10:19:08.316474,,
3209162,3209,KEDAWUNG,2022-08-22 10:19:08.316474,,
3209171,3209,GUNUNGJATI,2022-08-22 10:19:08.316474,,
3209180,3209,KAPETAKAN,2022-08-22 10:19:08.316474,,
3209181,3209,SURANENGGALA,2022-08-22 10:19:08.316474,,
3209190,3209,KLANGENAN,2022-08-22 10:19:08.316474,,
3209191,3209,JAMBLANG,2022-08-22 10:19:08.316474,,
3209200,3209,ARJAWINANGUN,2022-08-22 10:19:08.316474,,
3209201,3209,PANGURAGAN,2022-08-22 10:19:08.316474,,
3209210,3209,CIWARINGIN,2022-08-22 10:19:08.316474,,
3209211,3209,GEMPOL,2022-08-22 10:19:08.316474,,
3209220,3209,SUSUKAN,2022-08-22 10:19:08.316474,,
3209230,3209,GEGESIK,2022-08-22 10:19:08.316474,,
3209231,3209,KALIWEDI,2022-08-22 10:19:08.316474,,
3210010,3210,LEMAHSUGIH,2022-08-22 10:19:08.316474,,
3210020,3210,BANTARUJEG,2022-08-22 10:19:08.316474,,
3210021,3210,MALAUSMA,2022-08-22 10:19:08.316474,,
3210030,3210,CIKIJING,2022-08-22 10:19:08.316474,,
3210031,3210,CINGAMBUL,2022-08-22 10:19:08.316474,,
3210040,3210,TALAGA,2022-08-22 10:19:08.316474,,
3210041,3210,BANJARAN,2022-08-22 10:19:08.316474,,
3210050,3210,ARGAPURA,2022-08-22 10:19:08.316474,,
3210060,3210,MAJA,2022-08-22 10:19:08.316474,,
3210070,3210,MAJALENGKA,2022-08-22 10:19:08.316474,,
3210080,3210,CIGASONG,2022-08-22 10:19:08.316474,,
3210090,3210,SUKAHAJI,2022-08-22 10:19:08.316474,,
3210091,3210,SINDANG,2022-08-22 10:19:08.316474,,
3210100,3210,RAJAGALUH,2022-08-22 10:19:08.316474,,
3210110,3210,SINDANGWANGI,2022-08-22 10:19:08.316474,,
3210120,3210,LEUWIMUNDING,2022-08-22 10:19:08.316474,,
3210130,3210,PALASAH,2022-08-22 10:19:08.316474,,
3210140,3210,JATIWANGI,2022-08-22 10:19:08.316474,,
3210150,3210,DAWUAN,2022-08-22 10:19:08.316474,,
3210151,3210,KASOKANDEL,2022-08-22 10:19:08.316474,,
3210160,3210,PANYINGKIRAN,2022-08-22 10:19:08.316474,,
3210170,3210,KADIPATEN,2022-08-22 10:19:08.316474,,
3210180,3210,KERTAJATI,2022-08-22 10:19:08.316474,,
3210190,3210,JATITUJUH,2022-08-22 10:19:08.316474,,
3210200,3210,LIGUNG,2022-08-22 10:19:08.316474,,
3210210,3210,SUMBERJAYA,2022-08-22 10:19:08.316474,,
3211010,3211,JATINANGOR,2022-08-22 10:19:08.316474,,
3211020,3211,CIMANGGUNG,2022-08-22 10:19:08.316474,,
3211030,3211,TANJUNGSARI,2022-08-22 10:19:08.316474,,
3211031,3211,SUKASARI,2022-08-22 10:19:08.316474,,
3211032,3211,PAMULIHAN,2022-08-22 10:19:08.316474,,
3211040,3211,RANCAKALONG,2022-08-22 10:19:08.316474,,
3211050,3211,SUMEDANG SELATAN,2022-08-22 10:19:08.316474,,
3211060,3211,SUMEDANG UTARA,2022-08-22 10:19:08.316474,,
3211061,3211,GANEAS,2022-08-22 10:19:08.316474,,
3211070,3211,SITURAJA,2022-08-22 10:19:08.316474,,
3211071,3211,CISITU,2022-08-22 10:19:08.316474,,
3211080,3211,DARMARAJA,2022-08-22 10:19:08.316474,,
3211090,3211,CIBUGEL,2022-08-22 10:19:08.316474,,
3211100,3211,WADO,2022-08-22 10:19:08.316474,,
3211101,3211,JATINUNGGAL,2022-08-22 10:19:08.316474,,
3211111,3211,JATIGEDE,2022-08-22 10:19:08.316474,,
3211120,3211,TOMO,2022-08-22 10:19:08.316474,,
3211130,3211,UJUNG JAYA,2022-08-22 10:19:08.316474,,
3211140,3211,CONGGEANG,2022-08-22 10:19:08.316474,,
3211150,3211,PASEH,2022-08-22 10:19:08.316474,,
3211160,3211,CIMALAKA,2022-08-22 10:19:08.316474,,
3211161,3211,CISARUA,2022-08-22 10:19:08.316474,,
3211170,3211,TANJUNGKERTA,2022-08-22 10:19:08.316474,,
3211171,3211,TANJUNGMEDAR,2022-08-22 10:19:08.316474,,
3211180,3211,BUAHDUA,2022-08-22 10:19:08.316474,,
3211181,3211,SURIAN,2022-08-22 10:19:08.316474,,
3212010,3212,HAURGEULIS,2022-08-22 10:19:08.316474,,
3212011,3212,GANTAR,2022-08-22 10:19:08.316474,,
